set_id,set_name,price_vnd,source_url,item_order,raw_item_text,item_name_clean,item_role,included_in_mining
SM300_03,Set menu 300.000đ /người (3),300000,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,2,GÀ HẤP MÍA,Gà hấp mía,core,1
SM300_03,Set menu 300.000đ /người (3),300000,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,3,CÁ NGỪ ĐD LÚC LẮC,Cá ngừ đại dương lúc lắc,core,1
SM300_03,Set menu 300.000đ /người (3),300000,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,4,TÔM CÀNG HẤP BIA,Tôm càng hấp bia,core,1
SM300_03,Set menu 300.000đ /người (3),300000,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,5,MỰC 1 NẮNG CHIÊN NƯỚC MẮM,Mực 1 nắng chiên nước mắm,core,1
SM300_03,Set menu 300.000đ /người (3),300000,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,6,LẨU RIÊU CUA SƯỜN SUN,Lẩu riêu cua sườn sun,core,1
SM300_03,Set menu 300.000đ /người (3),300000,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,7,CƠM NIÊU,Cơm niêu,common,0
SM300_03,Set menu 300.000đ /người (3),300000,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,8,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Trái cây,service,0
SM300_03,Set menu 300.000đ /người (3),300000,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,8,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Khăn lạnh,service,0
SM300_03,Set menu 300.000đ /người (3),300000,https://comnieuvietnam.vn/products/set-menu-300-000d-nguoi-3,8,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Trà đá,service,0
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,1,GỎI TIẾN VUA TÔM THỊT,Gỏi tiến vua tôm thịt,core,1
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,2,GÀ HẤP MẮM NHĨ,Gà hấp mắm nhĩ,core,1
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,3,BẮP BÒ NGÂM NƯỚC MẮM,Bắp bò ngâm nước mắm,core,1
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,4,CÁ KHO LÀNG VŨ ĐẠI,Cá kho làng vũ đại,core,1
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,5,TÔM CÀNG HẤP NƯỚC DỪA,Tôm càng hấp nước dừa,core,1
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,6,LẨU CUA NẤU BẦU,Lẩu cua nấu bầu,core,1
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,7,CƠM NIÊU,Cơm niêu,common,0
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,8,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Trái cây,service,0
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,8,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Khăn lạnh,service,0
SM350_01,Set menu 350.000đ /người (1),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-1,8,TRÁI CÂY + KHĂN LẠNH + TRÀ ĐÁ,Trà đá,service,0
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,1,GÂN BÒ XÀO CẢI CHUA,Gân bò xào cải chua,core,1
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,2,CHẢ MỰC HẠ LONG,Chả mực hạ long,core,1
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,3,CÁ KHO LÀNG VŨ ĐẠI,Cá kho làng vũ đại,core,1
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,4,GÀ SỐT NẤM ĐÔNG CÔ,Gà sốt nấm đông cô,core,1
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,5,NEM GHẸ PHÚ QUÔC,Nem ghẹ phú quốc,core,1
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,6,LẨU VỊT OM SẤU,Lẩu vịt om sấu,core,1
SM350_02,Set menu 350.000đ /người (2),350000,https://comnieuvietnam.vn/products/set-menu-350-000d-nguoi-3,7,CƠM NIÊU,Cơm niêu,common,0
