transaction_id,product_name,main_category,item_count,items,source
3564706604353,granola,mueslis with chocolate,15,flocons d'avoine | copeaux de chocolat noir (pâte de cacao | émulsifiant: lécithines | arôme | flocons de blé d'épeautre | miel | amandes toastées | graines de potiron | graines de tournesol | huile de tournesol | flocons de blé | flocons de seigle | graines de lin | arôme naturel | antioxydant: extrait riche en tocophérols,Open Food Facts
3564707179812,Muesli croustillant chocolat,crunchy muesli with chocolate not fortified with vitamins and chemical elements,10,flocons d' avoine 59 | chocolat noir (masse de cacao | beurre de cacao | huile de tournesol | farine de riz 6 | farine de blé 5 | son d’ avoine 4 | miel | noix de coco séchée | ingrédients issus de l'agriculture biologique,Open Food Facts
3421557108624,Krounchy sans gluten amande,cereal clusters with nuts,13,flocons d'avoine complets sans gluten | sucre de canne complet | huile de tournesol&quot | sirop de riz&quot | billettes de riz&quot | riz | amandes toastées 4 | tapioca&quot | de soja | de graines de sésame | de lait | d'arachide | de moutarde et de lupin,Open Food Facts
3256229255623,Granola fruits rouges,mueslis with fruits,16,flocons d'avoine complets 59 | flocons de ble d'épeautre complets | miel | huile de tournesol | avoine soufflée | canneberge séchée sucrée (canneberge | humectant: glycérol | fruits rouges lyophilisés 2 | griottes | fraises | framboises | mélasse | extrait de vanille | de fruits à coque | fraise | framboise non ue,Open Food Facts
5018357804849,oat granola,mueslis,4,wholegrain oat flakes | golden syrup | toasted wholegrain rye flakes | sunflower seeds,Open Food Facts
3560071013042,Muesly croustillant cruchy chocolat noir intense,mueslis with chocolate,15,flocons d' avoine complète | flocons de blé complet | carrés de chocolat noir (pâte de cacao | émulsifiant : lécithines | arôme naturel de vanille | huile de tournesol (huile de tournesol | antioxydant : extrait riche en tocophérols | farine de blé 6 | sirop de glucose | semoule de riz 1 | noix de coco en poudre | caramel (sucre | arôme | farine de malt de blé | de produits laitiers et de fruits à coque,Open Food Facts
5010029202410,Weetabix,breakfast cereals,7,wholegrain wheat | malted barley extract | niacin | iron | riboflavin | thiamin | folic acid,Open Food Facts
5000127062092,Bran Flakes,extruded wheat flakes,13,wholewheat | wheat bran | wholewheat flour | barley malt extract | glucose syrup | niacin | iron | vitamin b6 | riboflavin | thiamin | folic acid | vitamin d | vitamin b12,Open Food Facts
5018357012350,Gloriously nutty muesli,mueslis with fruits,14,wholegrain wheat flakes | nuts (whole almonds | cashew nuts | roasted whole hazelnuts | chopped brazil nuts | dried fruit (chopped dates | diced dried apricots (apricots | raisins | golden raisins (golden raisins | wholegrain toasted wheat flakes | barley flakes | wholegrain oat flakes | pumpkin seeds | flavoured oat flakes (oat flakes,Open Food Facts
3421557502576,Crok' fondant noisettes,filled cereals,11,fourrage noisettes (noisettes | lait écrémé en poudre | sucre de canne | inuline | huile de tournesol | beurre de cacao | émulsifiant : lécithine de tournesol | blé complet | mais avoine | son de blé 4 | poudre de cacao dégraissé 4,Open Food Facts
5060482841565,Nutty Granola,crunchy mueslis,9,gluten free oats | mixed nuts | almonds | hazelnuts | date syrup | rapeseed oil | maple syrup | sunflower seeds . orange juice | pumpkin seeds,Open Food Facts
4056489687344,Müesli crunchy,mueslis,17,flocons d'avoine complète | farine ( blé complet | blé | huile de tournesol | flocons de blé complet | pâte de cacao | beurre de cacao | lait en poudre entier | maltodextrine | lait en poudre écrémé | poudre de lactosérum | cacao maigre | sirop de sucre caramélisé | émulsifiant : lécithines | beurre | éventuelles antioxydant: extrait riche en tocopherols | arôme naturel,Open Food Facts
5059319029702,Rice Krispies,breakfast cereals,8,barley malt extract | niacin | iron | vitamin b6 | riboflavin | thiamin | folic acid | vitamin d,Open Food Facts
5060043225353,LOW SUGAR GRANOLA Nuts & Seeds,mueslis,17,wholegrain oat flakes | rapeseed oil | seeds [pumpkin | sunflower] | nuts [whole almonds | hazelnut pieces] | crisped rice (rice flour | wheat flour [wheat flour | calcium carbonate | niacin | iron | thiamine] | malted barley flour | sunflower oil | toasted coconut chips | black treacle | agave syrup,Open Food Facts
5059319036496,All-Bran Fibre Plus,breakfast cereals,10,wholewheat flour | barley malt extract | niacin | iron | vitamin b6 | riboflavin | thiamin | folic acid | vitamin d | vitamin b12,Open Food Facts
3421557501869,Crok fondant tout choco,breakfast cereals filled with chocolate,13,céréales ( blé | maïs | avoine | fourrage (sucre de canne | noisettes | huile de tournesol | lait écrémé en poudre | poudre de cacao | vanille bourbon | sucre de canne | son de blé | poudre de cacao maigre 3 | sel. produit issu de l'agriculture biologique,Open Food Facts
3421557910173,Flocons 5 céréales,blend of rolled cereal flakes,11,flocons d'avoine complets | flocons de blé complets | flocons de seigle complets | flocons d'orge complets | flocons de blé d'épeautre complets | traces possibles de fruits à coque | de soja | de graines de sésame | de lait | d'arachide | de lupin et de moutarde,Open Food Facts
5900617015945,Crunchy Nut & Almond,crunchy nut & almond,14,eldsadt pähklid 36 | maapähklid | sarapuupähklid | mandlid | glükoo= nisandustest | peanuts | hazelnuts | almonds | glucose syrup | derived fra pobiomed cane sugar | emulsifier: lecithins | rafineerimata roosuhkur | lõhna ja maitseaine | emulgaa ndustest,Open Food Facts
3256223371817,Pétales de blé complet et riz nature 300g,mixed cereal flakes,4,blé complet | riz | sucre de canne | sel. traces éventuelles de soja,Open Food Facts
3250390751342,Forme & Fruits rouges,cereal flakes with fruits,21,riz | blé complet | orge complète | fruits rouges lyophilisés en proportion variable 4 | morceaux de griottes lyophilisés | morceaux de fraises lyophilisés | morceaux de framboises lyophilisés | extrait de malt d'orge | vitamines et minéraux : vitamine d | thiamine | riboflavine | niacine | vitamine b6 | acide folique | vitamine b12 | acide pantothénique | soja | lait | fruits à coque | moutarde | lupin,Open Food Facts
3572420000481,Croc choc,breakfast cereals filled with chocolate hazelnuts,13,céréales (farine de mais | semoule de blé complet | son de blé | flocons d'avoine | pâte à tartiner à la noisette et au cacao [sucre | noisettes (6 | poudre de lait | huile de coco | poudre de cacao (2 | huile de tournesol | émulsifiant : lécithine de tournesol | arôme : vanille] | sucre de canne,Open Food Facts
6111032007685,Yaourt cereal,fermented milk drinks with sugar,6,المعلومات الغذائية ل 100غ 334 | 0 الطاقة )كجل( 80 | 0 لطاقة )ککل غ ع و السكریان )غ ع( 4ة 2 | 1 2.8 11 | 5 بروتينات )غ ع مغ( 84 | 7 دانوز في الاستماع البكم 20 10 و0 0 q80 مکاشع ک,Open Food Facts
3564706604346,Granula baies de goji,mueslis with fruits,16,flocons d'avoine | flocons de blé d'épeautre 8 | miel | huile de tournesol | graines de potiron | graines de tournesol | flocons de blé 3 | flocons de seigle | canneberges séchées sucrées et glycérinées (canneberge | humectant: glycérol | baies de goji séchées | cassis séchés (cassis | jus de pomme concentré | graines de lin 1 | arôme naturel | lait et fruits à coque,Open Food Facts
0884912004710,grape-nuts cereal,breakfast cereals,9,whole grain wheat flour | malted barley flour | dried yeast | vitamins and minerals: reduced iron | niacinamide | zinc oxide | vitamin b6 | thiamin mononitrate | folic acid,Open Food Facts
5430000992336,Bamboo crunchy chocolate,mueslis with chocolate,11,flocons d'avoine | graines de tournesol | sucre de fleur de coco | farine d'avoine | huile de colza | chocolat noir (pâte de cacao | poudre de cacao maigre | émulsifiant: lécithine de soja | arôme naturel de vanille) noisettes | poudre de cacao | sel marin,Open Food Facts
3250392415099,Muesli crisp chocolat noir,mueslis with chocolate,14,céréales (flocons et farine d'avoine complète | riz soufflé (farine de riz | chocolat noir (pâte de cacao | beurre de cacao | émulsifiant: lecithines | huile de tournesol | sirop de glucose | oligofructose | noix de coco | extrait de malt d'orge | arômes | caramel (sirop de glucose | arachides | lait et fruits à coque,Open Food Facts
3387390331523,NESTLE CHEERIOS Céréales 375g,cereals with honey,18,farine d'avoine complète 30 | farine de blé complet 28 | farine d'orge complète 17 | farine de blé | sirop de sucre inverti | miel 2 | carbonate de calcium | huile de tournesol | mélasse | arôme naturel | antioxydant : extrait riche en tocophérols | fer | vitamines c | b3 | b5 | b9 | b6 | b2 et d. peut contenir du lait et des fruits à coque,Open Food Facts
5010477358790,Country crisp Framboises entières,cereal clusters with fruits,8,céréales complètes (flocons d'avoine | farine d'avoine | flocons d'orge | huile de tournesol | farine de riz | framboises entières lyophilisées (2 | noix de coco séchée | arôme naturel,Open Food Facts
20202866,premium müsli,mueslis with fruits,27,mješavina voća (18 | grožđice sultanine [grožđice sultanine | biljna ulja (suncokret | sjemenke pamuka)] | čips od banane (banane | kokosova mast | šećer | grožđice (grožđice | suncokretovo ulje | kandirani komadići manga (mango | regulator kiselosti: limunska kiselina | kandirani komadići ananasa (ananas | antioksidans: sumporni dioksid | sušeni komadići kruške (kruške | rižino brašno | sušeni komadići breskve (breskva | sušeni komadići marelice (marelica | cjelovitih ječmenih pahuljica zrna | 15 | zobene pahuljice od cjelovitg zma | pržene i zaslađene žitne pahuljice (pšenica | ječmeni slad | emulgator: lecitini | sjemenke lana | od cijelog zma pšenične pahuljice | glutena od drugih žitarica | mlijeka isoje. ovo je prirodan proizvod,Open Food Facts
3760336830685,Funky Veggie - Les POP,cere,3,riz | sucre de canne | cacao maigre 6,Open Food Facts
3560071013110,Stylesse Fruits rouges,cereal flakes with fruits,11,riz | blé complet | morceaux de fraise lyophilisés | morceaux de framboise lyophilisés | orge complète | farine de malt d'orge | extrait de malt d'orge | sel. peut contenir des traces d'arachides | de fruits à coque | de lait | de soja et de graines de sésame,Open Food Facts
5010477353115,Crunchy Oat Granola Raisin & Almond,breakfast cereals rich in fibre,7,wholegrain oat flakes | raisins | sunflower oil | sultanas | whole & sliced almonds | honey | sunflower seeds,Open Food Facts
5053827199469,Céréales Trésor Kellogg's Chocolat Noisettes,breakfast cereals filled with chocolate hazelnuts,24,farines de céréales (blé | blé complet | maïs | fourrage goût chocolat noisettes (sucre | huiles végétales (palme | tournesol | colza) en proportions variables | chocolat (sucre | pâte de cacao | sirop de glucose | maltodextrine | cacao maigre en poudre | petit lait en poudre | lait écrémé en poudre | purée de noisettes | arôme naturel | colorants(caroténoïdes | rocou | antioxydants(palmitate d'ascorbyle | b6 | b2 | b1 | acide folique | b12) et fer,Open Food Facts
3175681297111,MATIN multicereales sin azucar,cracotte,7,farine de maïs | farine de riz 28 | farine de sarrasin 27 | son de riz | fibre d’acacia | farine de souchet | sel de mer,Open Food Facts
8445291301948,Multigrain Cheerios,extruded cereals,20,whole grain oat flour (31 | whole grain wheat flour (29 | whole grain barley flour (18 | vitamin b3 | iron | vitamin b1 | invert sugar syrup | calcium carbonate | sunflower oil | molasses | caramelised sugar syrup | colours: carotene | annatto norbixin | antioxidant: tocopherols | vitamins c | b3 | b5 | b9 | b6 | b2,Open Food Facts
3421557502453,Muesli croustillant avoine myrtilles chia,crunchy mueslis with fruits,12,flocons d'avoine 48 | sucre de canne complet | huile de tournesol | billettes de riz (riz | canneberges séchées (canneberges | sucre de canne | sirop de riz (extraits de riz | tapioca | amandes 2 | graines de chia | myrtilles 1 | ingrédients issus de l'agriculture biologique,Open Food Facts
20353889,Traube- Nuss Müsli,mueslis with nuts,14,hafervollkornflocken | weizenvollkornflocken | roggenvollkornflocken | rosinen | leinsamen | kokosraspel | haselnusskerne | cornflakes (mais | zucker | speisesalz | gerstenmalzextrakt | sonnenblumenkerne | erdnusskerne | mandeln,Open Food Facts
3256220394086,Céréales Muesli croustillant aux fruits rouges doypack de 500g,crunchy mueslis with fruits,19,céréales [flocons d'avoine complète | flocons de ble complet | farine de ble | céréales extrudées (semoule de riz | farine de malt de ble | sucre caramélisé en poudre | pétales de maïs (maïs | extrait de malt d'orge | émulsifiant : mono et diglycérides d'acides gras)] | huile de tournesol (huile de tournesol | antioxydant : extrait riche en tocophérols | fruits rouges lyophilisés (fraises | myrtilles | framboises | noix de coco en poudre | amidon de maïs | caramel (sucre | arôme naturel. traces éventuelles de soja | lait et fruits à coque,Open Food Facts
5010477347312,Simply Granola with a hint of honey,breakfast cereals,3,wholegrain oat flakes | honey | sunflower seeds,Open Food Facts
20884291,Muesli Croccante,mueslis,14,hafervollkornflocken | glukosesirup | hartweizenmehl | sonnenblumenöl | zucker | weizenkeime | maisstärke | honig | speisesalz | weizenmalzmehl | gerstenmalzmehl | reismehl | natürliches aroma | antioxidationsmittel: stark tocopherolhaltige extrakte,Open Food Facts
3560071013011,Crunchy 3 chocolates,mueslis with chocolate,23,flocons d' avoine complète | flocons de blé complet | huile de tournesol (huile de tournesol | antioxydant : extrait riche en tocophérols | farine de blé 6 | carrés de chocolat noir (pâte de cacao | émulsifiant : lécithines | arôme naturel de vanille | carrés de chocolat au lait (sucre | lait entier en poudre | beurre de cacao | pâte de cacao | lactose | lait écrémé en poudre | carrés de chocolat blanc (sucre | sirop de glucose | semoule de riz 1 | noix de coco en poudre | caramel (sucre | arôme | farine de malt de blé | sucre caramélisé en poudre | de soja et d'autres fruits à coque,Open Food Facts
3250392945923,Corn flakes BIO,corn flakes,7,maïs | extrait de malt d'orge | sucre de canne | sel marin | soja | lait | lupin,Open Food Facts
3111900350915,Muesli croustillant Amande vanille,mueslis,8,céréales complètes 66 | flocons d’avoines 49 | riz) sucre de canne complet non raffiné | huile de tournesol | amandes entières | miel | cacao maigre en poudre | extrait de vanille,Open Food Facts
3421557500909,Chocolune,chocolate wheat shells,15,blé complet | farine de blé | sucre de canne | maïs | cacao maigre | chocolat noir 3 | pâte de cacao&quot | sucre de canne&quot | beurre de cacao | cacao | de soja | de graines de sésame | de lait | d'arachide | de moutarde et de lupin,Open Food Facts
7613035619456,Granola Miele,mueslis,19,cereales (copos de avena integral (44 | harina integral de avena (13 | harina de arroz (5 | harina de trigo (1 | aceite de girasol | isomaltulosa | quot | jarabe de azucar invertido | jarabe de glucosa deshidratado | copos de trigo (trigo integral (2 | extracto de malta de cebada | emulgente | miel (2 | minerales (carbonato cálcico | hierro | coco | aroma natural | gasificante | antioxidante (extracto rico en tocoferoles,Open Food Facts
3560071407599,Muesli avoine chocolat,mueslis with chocolate,16,"copos de avena"" integrales 73 | virutas de chocolate (pasta de cacao | azúcar de caña | manteca de cacao"" | arroz integral 5 | copos de espelta integrales | miel"" | azúcar de caña"" | harina de maíz | sarraceno 0 | cacao en polvo | chocolate"" en polvo (azúcar de caña | pasta de cacao | manteca de cacao | extracto de vainilla"" | sal marina",Open Food Facts
3596710494118,Flocons d'Avoine,rolled oats,4,de soja | de lait | de graines de sésame | d'arachides et d'autres céréales contenant du gluten,Open Food Facts
3111902100105,Muesli bio céréales toastées 5 noix,mueslis with nuts,13,céréales complètes 72 | flocons d'avoine 22 | flocons de seigle toastés 21 | pétales de blé | flocons d'orge toastés 9 | noix de coco | amandes entières 4 | graines de courge | noisettes entières 3 | noix de cajou | noix 2 | noix de pécan 2 | graines de tournesol,Open Food Facts
3250392403904,Corn Flakes,corn flakes,13,maïs | extrait de malt d'orge | vitamines et sel minéraux : vitamine d | thiamine | riboflavine | niacine | vitamine b6 | acide folique | vitamine b12 | soja | lait | fruits à coque | moutarde et lupin,Open Food Facts
3421557502002,Muesli croustillant tradition,mueslis,10,flocons d'avoine complets | sucre de canne | huile de tournesol | billettes de céréales (riz | blé | avoine 0 | sirop de riz | farine de blé | sirop de malt d'orge | ingrédients issus de l'agriculture biologique,Open Food Facts
3564707090773,Muesli floconneux fruits secs Raisins figues abricots graines,bircher style mueslis with fruits,13,flocons d'avoine | flocons de blé d'épeautre | raisins secs (raisins 9 | huile de tournesol | pétales de mais | figues séchées (figues 8 | farine de riz | abricots secs (abricots 3 | graines de tournesol | flocons de sarrasin | graines de lin brun | graines de courge | ingrédients issus de l'agriculture biologique,Open Food Facts
8410376042894,Cuor di cereale,breakfast cereals,21,whole grains 31 | oat flakes | wheat malt flakes | whole barley flour | hazelnut flavored filling [suqar | vegetable fat (palm | paln kernel | wheat starch | cocoa powder | hazelnut pasta 5 | puffed rice (rice flour | wheat flour | dark chocolate chips [sugar | cocoa mass | coconut butter | con flakes (corn | barley malt syrup | vegetable fiber | gelling agent | raising agent | high in fiber,Open Food Facts
3560071090821,Choco Bollz,chocolate cereal balls,13,semoule de maïs | farine de blé complet | chocolat en poudre (sucre | cacao en poudre | farine de blé | sirop de glucose | fructo oligosaccharides | arôme naturel. peut contenir des traces d'arachides | de fruits à coque | de lait | de soja | de graines de sésame | de moutarde et de lupin,Open Food Facts
7613287514271,NESTLE FITNESS Chocolat Noir Céréales 450g,breakfast cereals rich in fibre,22,ble complet 48 | riz 27 | chocolat noir 20 | pâte de cacao | matière grasse lait | émulsifiant : lécithine de soja | arôme naturel de vanille | fructo olligosaccharide | sirop de sucre inverti | carbonate de calcium | extrait de malt d'orge (orge | orge malté | agents d'enrobage : gomme arabique | polydextrose | sirop de glucose | mélasse | arômes naturels | fer | antioxydant : extrait riche en tocophérols | vitamines b5 | b3 | b2,Open Food Facts
3572420000405,Céréales croc'choc,breakfast cereals filled with chocolate hazelnuts,13,pâte à tartiner [sucre | noisette du lot et garonne | huile de colza | poudre de lait écrémé | poudre de cacao maigre | émulsifiant : lécithine de tournesol] | semoule de riz | semoule de blé complet | flocons d'avoine | farine de blé | colorant : e160a | lait et noisettes. traces éventuelles de sésame | d'autres fruits à coque et de soja,Open Food Facts
5053827156219,Trésor Chocolat au lait,breakfast cereals filled with chocolate,23,farines de céréales (blé { } | avoine complète{ } | riz { } | fourrage au chocolat au lait (sucre | huiles végétales{palme | tournesol | colza} en proportions variables | chocolat au lait{8 | }{sucre | pâte de cacao | petit lait en poudre | matière grasse du lait | lait entier en poudre | beurre de cacao} | sirop de glucose | cacao maigre en poudre | lait écrémé en poudre | emulsifiant {lécithine de soja} | acidifiant {acide citrique} | colorant(caroténoïdes | rocou | antioxydants (palmitate d'ascorbyle | alpha tocophérol,Open Food Facts
2006050036134,Muesli Noix,mueslis with nuts,18,flocons d'avoine complets 57 | chocolat noir (pâte de cacao | beurre de cacao | émulsifiant : lécithines de tournesol | flocons de blé complets | huile de tournesol | sucre de canne | sirop de riz | poudre de cacao allégée | chocolat au lait entier 2 | poudre de lait entier | pâte de cacao | noix de coco râpée | farine de riz | miel | farine de malt d'orge | farine de maïs | sel de mer,Open Food Facts
5010477363497,Simply Crunchy Honey Baked Granola,mueslis,6,flocons d'avoine complète contenant du gluten | sont indiqués en | huile végétale | miel | graines de tournesol | arôme naturel,Open Food Facts
5059319029016,Special K The Original,mixed cereal flakes,14,crunchy rice | wholewheat | barley | malted barley flour | barley malt extract | niacin | iron | riboflavin | thiamin | vitamin b6 | folic acid | vitamin d | milk. best before: see top. store in a cool | dry place,Open Food Facts
3564707186230,Muesli croustillant Chocolat & Quinoa,mueslis with chocolate,20,flocons d'avoine 31 | chocolat noir (pâte de cacao | sucre de canne | beurre de cacao | extrait de vanille | quinoa 10 | farine de riz 9 | flocons de blé | huile de tournesol | farine de blé 3 | noix de coco séchée | sirop de riz | flocons de blé d'épeautre | cacao maigre en poudre 1 | blé complet 0 | chocolat au lait 0 | lait entier en poudre | masse de cacao | avoine complète 0 | cacao en poudre 0,Open Food Facts
3387390326468,Chocolate con Leche,cereal flakes with chocolate,25,trigo integral | arroz (28 | chocolate con leche (14 | manteca de cacao | leche entera en polvo | cacao | suero de leche en polvo | emulgente | aroma natural de vainilla | chocolate (3 | oligofructosa | jarabe de azúcar invertido | carbonato cálcico | extracto de malta de cebada | aceite de girasol | agente de recubrimiento (goma arábiga | polidextrosa | melazas | jarabe de glucosa | hierro | antioxidante | ácido pantoténico | niacina | riboflavina | ácido fólico,Open Food Facts
3387390339499,FITNESS Cerealien,mixed cereal flakes,19,61 | vollkornweizen | reis | zucker | oligofruktose | invertzuckersirup | calciumcarbonat | gerstenmalzextrakt | sonnenblumenöl | salz | melasse | natürliche aromen | eisen | antioxidationsmittel | pantothensäure | niacin | riboflavin | folsäure | vitamin b6. kann nüsse und milch enthalten,Open Food Facts
5400101041424,GRANOLA CRUNCHY,epicerie,21,cereal flakes 56 | complete oats | complete ble | full rye | full spelt | sunflower oil high in oleic acid | corn petals (but | barley malt | emulsifier: sunflower lecithin | extruded rice (rice semolina | wheat flour | barley malt extract salt | grated coco nut | glucose syrup | whole oats puffed 2 | honey 0 | up and coming powder: sodium acid carbonate | caramelized sugar | natural aroma | soy | nuts and milk,Open Food Facts
5010477356239,Muesli bio chocolat noir,mueslis with chocolate,6,céréales complètes (flocons d'avoine | pétales de blé grillé | flocons de blé | émulsifiant | graines de tournesol | epeautre soufflé,Open Food Facts
5018357012411,Simply Delicious Muesli,mueslis with fruits,10,wholegrain oat flakes | wholegrain wheat flakes | dried fruit [raisins | sultanas | chopped dates ] | barley flakes | wholegrain toasted wheat flakes | sunflower seeds | nuts [chopped brazil nuts | roasted whole hazelnuts],Open Food Facts
3560070519309,Muesli 5 céréales nature,blend of rolled cereal flakes,12,flocons d' avoine 22 | flocons de blé 22 | flocons de seigle 22 | flocons d' orge 22 | flocons de riz 10 | biologiques | peut contenir des traces de fruits à coque | de soja | de graines de sésame | de lait | d'arachides | de moutarde et de lupin,Open Food Facts
3560071013196,Stylesse Nature,mixed cereal flakes,10,riz 45 | blé complet 32 | orge complète 7 | extrait de malt d'orge | peut contenir des traces d'arachides | de fruits à coque | de lait | de soja | de graines de sésame | de moutarde et de lupin,Open Food Facts
5000436616443,Corn Flakes,corn flakes,11,maize | barley malt extract | iron | niacin | pantothenic acid | vitamin b6 | riboflavin | thiamin | folic acid | vitamin d | vitamin b12,Open Food Facts
3229820802398,Le Croustillant Chocolat noir & Noisettes,cereal clusters with chocolate,14,flocons complets d'avoine | sucre de canne non raffiné | riz soufflé | farine d'avoine | chocolat noir (pâte de cacao | sucre de canne | beurre de cacao | noisettes torréfiées | son d'avoine | huile de tournesol (huile de tournesol oléique | antioxydant : extrait riche en tocophérols | poudre de cacao | stabilisant : gomme d'acacia | noix de coco râpée,Open Food Facts
5010477364654,Granola Triple Nut,whole grain oat flakes,10,wholegrain oat flakes | chicory root fibre | sultanas | nuts (cashew pieces | whole & sliced almonds | chopped roasted hazelnuts | oat flour | rice flour | sunflower seeds | desiccated coconut,Open Food Facts
3387390331974,Fitness Original,breakfast cereals,18,frumento integrale 61 | riso 34 | zucchero | frutto oligosaccaridi | sciroppo di zucchero invertito | carbonato di calcio | estratto di malto d'orzo | olio di girasole | sale | melassa | aromi naturali | ferro | antiossidante estratto ricco di tocoferolo | acido pantotenico | niacina | riboflavina | acido folico | vitamina b6. può contenere frutta a guscio e latte,Open Food Facts
3256228686596,Céréales Muesli canneberges baies de goji dattes abricots 375g,mueslis with fruits,12,flocons d'avoine complète | canneberges sucrées séchées (canneberges | sucre de canne | huile de tournesol | baies de goji séchées | flocons de ble complet | flocons d'orge | dattes séchées (dattes | farine de riz | abricots secs (abricots | lait et fruits à coque. origines: avoine | blé france. fruits secs ue / non ue,Open Food Facts
5059319023410,Choco Krispies,puffed cereals,13,arroz | jarabe de glucosa | cacao desgrasado en polvo | pasta de cacao | extracto de malta de cebada | aromas | niacina | hierro | vitamina b6 | riboflavina | tiamina | ácido fólico | vitamina d,Open Food Facts
3421557108099,Muesli Fruits,mueslis with fruits,18,flocons de blé complets | flocons d'avoine complets | flocons de seigle complets | raisins secs (raisins | huile de tournesol | pétales de blé | abricots secs (abricots 3 | farine de riz | graines de tournesol | noisettes toastées | pommes séchées | noix de coco toastée | figues séchées (figues | de soja | de graines de sésame | de lait | d'arachide | de moutarde et de lupin,Open Food Facts
8480000093776,Cereales de chocolate y avellana,filled cereals,16,harina (arroz | trigo integral | relleno de chocolate y avellana (azúcar | grasas vegetales (coco | girasol | suero de leche en polvo | chocolate (azúcar | pasta de cacao | cacao desgrasado en polvo | pasta de avellana | emulgente | aroma | leche desnatada en polvo | cacao en polvo desgrasado | gluten de trigo | antioxidante,Open Food Facts
4088600169934,Muesli Swiss Style,muesli flakes not fortified with vitamins and chemical elements,7,oat flakes | toasted wheat flakes (wheat | barley malt extract | raisins | whey powder | hazelnut halves | flaked almonds,Open Food Facts
5900617037190,Granola nuts & cocoa,mueslis,37,cereal flakes 47 | whole grain oat flakes 31 | barley flakes | raisin (raisin | cotton oil or/and sunflower oil | or/and rapeseed oil | swee eners: maltitols | nuts (hazelnuts | almonds | sunflower oil | dried dates | flour (barley | corn | soluble corn fiber | fat reduced cocoa powder 2 | sea salt | hojuēlas de avena´integrales 31 | copos de cebada | pasaș (pasas | nueces (avellanas | almendras | aceite de girasol | dátiles secos | harina (cebada | maíz | fibrá soluble de maíz | sal marina | aromás | fulgi de ovăz intergral 31 | fulgi de orz | stafide (stafide | sau/şi ulei de zitni kosmiči 47 | îndulcitori: maltitoli | fructe cu coajă kosmiči 31 | ječmenovi kosmiči | rozine lemnoasă (alune de pădure | migdale,Open Food Facts
7613035544482,"NESTLE LION Céréales 1,05 kg",cereals with caramel,18,farine de blé complet 41 | farine de blé | sirop de glucose | huile de tournesol | chocolat 3 | cacao maigre en poudre¹ | pâte de cacao¹ | carbonate de calcium | arômes naturels | émulsifiant | sirop de sucre caramélisé | fer | niacine | acide pantothénique | vitamine d | vitamine b6 | thiamine | riboflavine,Open Food Facts
3560071267032,Pétales au chocolat blé complet,breakfast chocolate cereals not filled and not fortified with vitamins and chemical elements,14,chocolat en poudre (sucre de canne | cacao en poudre | farine de blé complet | semoule de mais | farine de blé | extrait de malt d' orge | arôme naturel de vanille | sel marin | issu de l'agriculture biologique | peut contenir des traces d'arachides | de fruits à coque | de produits à base de lait | de produits à base de soja | de graines de sésame,Open Food Facts
20060831,Premium Fruit & Nut Muesli,mueslis with fruits,20,wholegrain oat flakes | barley flakes | raisins (raisins | sunflower oil | sultanas (sultanas | wholegrain toasted and malted wheat flakes (wheat | barley malt extract | sweetened dried pineapple (pineapple | acidity regulator: citric acid | preservative: sulphur dioxide | dried banana chips (banana | coconut oil | coconut chips | chopped dates (dates | rice flour | pumpkin seeds | sweetened dried papaya (papaya | roasted whole hazelnuts | whole almonds | see,Open Food Facts
3250391635283,Muesli floconneux morceaux de fruits,bircher style mueslis with fruits,16,céréales complètes (flocons d'avoine complète | flocons de blé complet | flocons d'orge complète | huile de tournesol | papayes deshydratées (papayes | lamelles de noix de coco toastées | noisettes grillées hachées | rondelles de bananes deshydratées (bananes | huile de noix de coco | arôme naturel de banane | noix du brésil effilées | lamelles de pommes (pommes | antioxydant: acide ascorbique | amandes effilées grillées] | lait | autres fruits à coque,Open Food Facts
3421557500763,Riz complet soufflé,puffed rice,7,riz complet . &quot | de fruits à coque | de soja | de graines de sésame | de lait | d'arachide | de moutarde et de lupin,Open Food Facts
5013803001070,"low sugar granola whole grain oats, almonds & seeds",mueslis,11,whole grain oats | sunflower seeds | shredded coconut | rapeseed oil | chicory root fibre | almonds | buckwheat | pumpkin seeds | coconut blossom nectar | crisped rice | sea salt,Open Food Facts
8480000093332,Minis leche,filled cereals,16,cereais [sêmola de arroz | farinha integral de trigo | farinha de trigo | farinha de aveia ] | recheio de leite [leite gordo em pó | óleos e gorduras vegetais (girassol | canola | palma | coco) em proporções variáveis | leite desnatado em pó (1 | soro de leite em pó | emulsionante: lecitinas | antioxidante: extracto rico em tocoferóis] | chocolate em pó (açúcar | cacau em pó | leite gordo em pó,Open Food Facts
4088600247458,malted wheaties,extruded cereals,11,wholegrain wheat | inverted sugar syrup | barley malt extract | iron | niacin | pantothenic acid | folic acid | thiamin | riboflavin | vitamin b6 | vitamin b12,Open Food Facts
